,xxx|yyy,player_name,tag,village_points,player_points,village_id,player_id,tribe_id,village_name
895,449|561,Феерия,AVE!,9983,682706,7726,1697676,35,040+Зазеркалье-
896,444|559,Феерия,AVE!,9997,682706,7853,1697676,35,042+
897,425|530,Феерия,AVE!,9146,682706,7869,1697676,35,063-Мимо кассы
898,421|530,Феерия,AVE!,5486,682706,7922,1697676,35,072-Steel
899,427|535,Феерия,AVE!,4921,682706,8013,1697676,35,073-Муррр-
900,423|530,Феерия,AVE!,8470,682706,8028,1697676,35,068-Финита ля комедия-
901,446|556,Феерия,AVE!,10237,682706,8051,1697676,35,043+Зазеркалье-
902,423|535,Феерия,AVE!,4870,682706,8185,1697676,35,071-Варка
903,420|532,Феерия,AVE!,2119,682706,8264,1697676,35,091-Город Z
904,422|530,Феерия,AVE!,5954,682706,8288,1697676,35,074-Блокпост
905,421|531,Феерия,AVE!,8717,682706,8616,1697676,35,069-Звездные короли-
906,425|527,Феерия,AVE!,10237,682706,8960,1697676,35,060+Sanabarina
907,415|533,Феерия,AVE!,4516,682706,9628,1697676,35,082-Здесь
908,413|530,Феерия,AVE!,5827,682706,9805,1697676,35,087-Трям - трямдия
909,413|527,Феерия,AVE!,7745,682706,9841,1697676,35,088-Деревня Феерии
910,413|528,Феерия,AVE!,9176,682706,9972,1697676,35,076+
911,416|533,Феерия,AVE!,3828,682706,9981,1697676,35,GO away
912,417|532,Феерия,AVE!,5392,682706,9985,1697676,35,075-Жду на слив
913,414|530,Феерия,AVE!,10237,682706,10169,1697676,35,077+Сторожка
914,410|528,Феерия,AVE!,4438,682706,10280,1697676,35,084-Юга
915,412|530,Феерия,AVE!,4954,682706,10339,1697676,35,081-Восточная сказка
916,412|532,Феерия,AVE!,4067,682706,10426,1697676,35,078-
917,411|534,Феерия,AVE!,3984,682706,10448,1697676,35,085-Зубастик-
918,411|532,Феерия,AVE!,7700,682706,10624,1697676,35,080-Вождь!
919,412|529,Феерия,AVE!,4688,682706,10797,1697676,35,083-
920,410|534,Феерия,AVE!,9781,682706,11055,1697676,35,079-Емеральд
921,410|535,Феерия,AVE!,8966,682706,11431,1697676,35,090-Деревня Феерии
922,408|535,Феерия,AVE!,3986,682706,11671,1697676,35,086-Трали-вали-
923,411|535,Феерия,AVE!,4675,682706,11757,1697676,35,089-Деревня Феерии
924,470|507,Inten,AVE!,9821,1037279,41,299157,35,005
925,504|497,Inten,AVE!,10452,1037279,59,299157,35,***003
926,487|514,Inten,AVE!,9811,1037279,122,299157,35,030
927,471|526,Inten,AVE!,9616,1037279,153,299157,35,Док
928,468|524,Inten,AVE!,9616,1037279,160,299157,35,Вуй
929,470|525,Inten,AVE!,9839,1037279,163,299157,35,003
930,498|497,Inten,AVE!,10551,1037279,191,299157,35,***Ванаквисиль 70
931,459|471,Inten,AVE!,9628,1037279,195,299157,35,211
932,472|530,Inten,AVE!,9616,1037279,196,299157,35,Рок
933,484|513,Inten,AVE!,9718,1037279,241,299157,35,022
934,504|514,Inten,AVE!,9630,1037279,284,299157,35,00005
935,506|512,Inten,AVE!,10311,1037279,288,299157,35,K55 [043]
936,487|513,Inten,AVE!,9811,1037279,300,299157,35,023
937,473|478,Inten,AVE!,9616,1037279,342,299157,35,209
938,505|501,Inten,AVE!,9285,1037279,376,299157,35,***Nikon
939,464|507,Inten,AVE!,9825,1037279,387,299157,35,017
940,468|527,Inten,AVE!,9616,1037279,551,299157,35,Дуй
941,506|510,Inten,AVE!,9988,1037279,559,299157,35,K55 [058]
942,502|500,Inten,AVE!,10177,1037279,563,299157,35,***weak
943,460|472,Inten,AVE!,9616,1037279,578,299157,35,213
944,471|499,Inten,AVE!,9616,1037279,603,299157,35,jura 009
945,503|511,Inten,AVE!,9716,1037279,611,299157,35,00009
946,485|515,Inten,AVE!,9811,1037279,612,299157,35,026
947,470|508,Inten,AVE!,9825,1037279,701,299157,35,015
948,480|512,Inten,AVE!,9811,1037279,713,299157,35,024
949,472|509,Inten,AVE!,9811,1037279,718,299157,35,007
950,482|511,Inten,AVE!,9616,1037279,719,299157,35,029
951,471|507,Inten,AVE!,9821,1037279,721,299157,35,004
952,501|516,Inten,AVE!,9811,1037279,723,299157,35,-----Центр 004
953,482|514,Inten,AVE!,9718,1037279,779,299157,35,021
954,460|470,Inten,AVE!,9616,1037279,822,299157,35,215
955,501|497,Inten,AVE!,9757,1037279,889,299157,35,***K45 [023]
956,500|498,Inten,AVE!,5953,1037279,891,299157,35,***Центр
957,482|512,Inten,AVE!,9823,1037279,938,299157,35,031
958,468|506,Inten,AVE!,9630,1037279,958,299157,35,008
959,473|506,Inten,AVE!,9809,1037279,965,299157,35,006
960,503|518,Inten,AVE!,9616,1037279,966,299157,35,00027
961,503|499,Inten,AVE!,10548,1037279,1010,299157,35,***K45 [012]
962,469|507,Inten,AVE!,9704,1037279,1012,299157,35,034
963,462|467,Inten,AVE!,9833,1037279,1020,299157,35,216
964,477|512,Inten,AVE!,9811,1037279,1103,299157,35,032
965,477|510,Inten,AVE!,9811,1037279,1108,299157,35,013
966,479|513,Inten,AVE!,9811,1037279,1142,299157,35,027
967,464|527,Inten,AVE!,9616,1037279,1206,299157,35,Пок
968,497|497,Inten,AVE!,10287,1037279,1227,299157,35,***K44 [007]
969,466|511,Inten,AVE!,9811,1037279,1275,299157,35,009
970,474|475,Inten,AVE!,9616,1037279,1282,299157,35,208
971,478|471,Inten,AVE!,9616,1037279,1321,299157,35,201
972,465|510,Inten,AVE!,9825,1037279,1343,299157,35,016
973,470|480,Inten,AVE!,9825,1037279,1353,299157,35,204
974,502|499,Inten,AVE!,10174,1037279,1393,299157,35,***K45 [016]
975,462|506,Inten,AVE!,9616,1037279,1415,299157,35,020
976,466|519,Inten,AVE!,9814,1037279,1437,299157,35,011
977,500|497,Inten,AVE!,10389,1037279,1443,299157,35,***Токио
978,472|527,Inten,AVE!,9811,1037279,1461,299157,35,014
979,500|499,Inten,AVE!,9680,1037279,1463,299157,35,***K45 [024]
980,467|520,Inten,AVE!,9811,1037279,1479,299157,35,010
981,467|519,Inten,AVE!,9704,1037279,1500,299157,35,028
982,466|531,Inten,AVE!,9616,1037279,1502,299157,35,Ток
983,465|482,Inten,AVE!,9811,1037279,1512,299157,35,202
984,503|500,Inten,AVE!,9827,1037279,1513,299157,35,***K55 [056]
985,466|482,Inten,AVE!,9811,1037279,1535,299157,35,203
986,507|517,Inten,AVE!,7768,1037279,1562,299157,35,000111
987,461|506,Inten,AVE!,9825,1037279,1582,299157,35,019
988,465|481,Inten,AVE!,9616,1037279,1584,299157,35,205
989,498|498,Inten,AVE!,10545,1037279,1732,299157,35,***K44 [001]
990,479|509,Inten,AVE!,9811,1037279,1756,299157,35,033
991,464|477,Inten,AVE!,9811,1037279,1774,299157,35,206
992,463|478,Inten,AVE!,9616,1037279,1778,299157,35,210
993,467|528,Inten,AVE!,8740,1037279,1821,299157,35,Мал
994,504|500,Inten,AVE!,10149,1037279,1896,299157,35,***K55 [062]
995,468|529,Inten,AVE!,9811,1037279,1898,299157,35,001
996,499|499,Inten,AVE!,10297,1037279,1931,299157,35,***K44 [008]
997,502|497,Inten,AVE!,10180,1037279,1932,299157,35,***КышБрысь
998,469|523,Inten,AVE!,9811,1037279,2006,299157,35,002
999,499|498,Inten,AVE!,10295,1037279,2072,299157,35,***K44 [009]
1000,466|529,Inten,AVE!,9616,1037279,2088,299157,35,Буй
1001,504|499,Inten,AVE!,10287,1037279,2295,299157,35,***K45 [022]
1002,465|508,Inten,AVE!,10044,1037279,2298,299157,35,018
1003,460|469,Inten,AVE!,9446,1037279,2581,299157,35,214
1004,469|528,Inten,AVE!,9616,1037279,2700,299157,35,Йок
1005,458|468,Inten,AVE!,9616,1037279,2797,299157,35,212
1006,498|499,Inten,AVE!,10287,1037279,3131,299157,35,***Юг1
1007,466|524,Inten,AVE!,9811,1037279,3310,299157,35,012
1008,465|528,Inten,AVE!,9704,1037279,3932,299157,35,Жаль жаль жаль
1009,473|475,Inten,AVE!,9811,1037279,4398,299157,35,207
1010,434|494,Inten,AVE!,9811,1037279,4487,299157,35,106
1011,432|492,Inten,AVE!,9811,1037279,4951,299157,35,105
1012,433|494,Inten,AVE!,9616,1037279,5123,299157,35,109
1013,431|494,Inten,AVE!,9811,1037279,5184,299157,35,101
1014,433|490,Inten,AVE!,9694,1037279,5203,299157,35,Inten
1015,431|497,Inten,AVE!,9811,1037279,5256,299157,35,107
1016,428|495,Inten,AVE!,9811,1037279,5728,299157,35,103
1017,428|498,Inten,AVE!,9616,1037279,5869,299157,35,104
1018,430|481,Inten,AVE!,8250,1037279,5901,299157,35,114
1019,431|480,Inten,AVE!,9626,1037279,6004,299157,35,112
1020,429|491,Inten,AVE!,9630,1037279,6028,299157,35,108
1021,430|478,Inten,AVE!,9616,1037279,6036,299157,35,6Legoll
1022,427|496,Inten,AVE!,9811,1037279,6110,299157,35,102
1023,427|491,Inten,AVE!,9811,1037279,6139,299157,35,111
1024,428|489,Inten,AVE!,8303,1037279,6255,299157,35,113
1025,425|489,Inten,AVE!,7937,1037279,6305,299157,35,110
1026,506|516,Inten,AVE!,9861,1037279,6459,299157,35,----Потеря потерь
1027,504|510,Inten,AVE!,10239,1037279,6642,299157,35,K55 [048]
1028,504|516,Inten,AVE!,9811,1037279,6756,299157,35,00031
1029,426|495,Inten,AVE!,7793,1037279,7189,299157,35,inten
1030,485|514,Inten,AVE!,9616,1037279,7337,299157,35,025
1031,489|478,windar,AVE!,12154,798368,46,848881126,35,-=038=-
1032,487|479,windar,AVE!,10170,798368,140,848881126,35,-=056=-
1033,453|480,windar,AVE!,10019,798368,183,848881126,35,Awake be in live win
1034,464|463,windar,AVE!,10083,798368,197,848881126,35,Awake
1035,465|466,windar,AVE!,10000,798368,210,848881126,35,windar
1036,475|499,windar,AVE!,9978,798368,359,848881126,35,Awake be in live win
1037,464|464,windar,AVE!,10029,798368,414,848881126,35,Awake
1038,469|493,windar,AVE!,9370,798368,435,848881126,35,Awake be in live win
1039,464|489,windar,AVE!,10019,798368,438,848881126,35,Awake be in live win
1040,458|479,windar,AVE!,10019,798368,444,848881126,35,windar
1041,456|478,windar,AVE!,10019,798368,489,848881126,35,Awake be in live win
1042,470|487,windar,AVE!,10019,798368,548,848881126,35,Awake be in live win
1043,472|483,windar,AVE!,10268,798368,658,848881126,35,windar
1044,455|478,windar,AVE!,9653,798368,684,848881126,35,Awake be in live win
1045,469|499,windar,AVE!,9240,798368,704,848881126,35,Awake be in live win
1046,488|481,windar,AVE!,12021,798368,708,848881126,35,=========
1047,487|478,windar,AVE!,11678,798368,734,848881126,35,-=057=-
1048,459|485,windar,AVE!,9413,798368,802,848881126,35,Awake be in live win
1049,472|487,windar,AVE!,10019,798368,871,848881126,35,Awake be in live win
1050,469|490,windar,AVE!,7213,798368,922,848881126,35,windar
1051,472|486,windar,AVE!,9814,798368,945,848881126,35,Awake be in live win
1052,461|480,windar,AVE!,8418,798368,946,848881126,35,Awake be in live win
1053,474|476,windar,AVE!,10019,798368,947,848881126,35,windar
1054,476|478,windar,AVE!,9746,798368,951,848881126,35,windar
1055,476|477,windar,AVE!,10019,798368,1011,848881126,35,windar
1056,489|477,windar,AVE!,11138,798368,1099,848881126,35,-=051=-
1057,473|489,windar,AVE!,9763,798368,1101,848881126,35,Awake be in live win
1058,489|481,windar,AVE!,10919,798368,1111,848881126,35,Аscari
1059,472|481,windar,AVE!,10495,798368,1122,848881126,35,windar
1060,455|485,windar,AVE!,9860,798368,1127,848881126,35,Awake be in live win
1061,464|487,windar,AVE!,10019,798368,1204,848881126,35,Awake be in live win
1062,468|487,windar,AVE!,9824,798368,1207,848881126,35,Awake be in live win
1063,467|488,windar,AVE!,8085,798368,1215,848881126,35,Awake be in live win
1064,466|490,windar,AVE!,10160,798368,1216,848881126,35,awake
1065,470|482,windar,AVE!,10495,798368,1247,848881126,35,awake
1066,453|481,windar,AVE!,9245,798368,1253,848881126,35,awake
1067,467|479,windar,AVE!,10160,798368,1255,848881126,35,windar
1068,460|477,windar,AVE!,9707,798368,1263,848881126,35,Awake be in live win
1069,467|487,windar,AVE!,10083,798368,1284,848881126,35,Awake be in live win
1070,473|499,windar,AVE!,8612,798368,1414,848881126,35,Awake be in live win
1071,469|477,windar,AVE!,10509,798368,1501,848881126,35,windar
1072,467|478,windar,AVE!,10495,798368,1536,848881126,35,windar
1073,451|479,windar,AVE!,9492,798368,1618,848881126,35,windar
1074,463|463,windar,AVE!,10019,798368,1626,848881126,35,Awake
1075,460|464,windar,AVE!,9771,798368,1639,848881126,35,windar
1076,456|480,windar,AVE!,8745,798368,1669,848881126,35,Awake be in live win
1077,466|476,windar,AVE!,10495,798368,1701,848881126,35,awake
1078,463|480,windar,AVE!,10495,798368,1718,848881126,35,windar
1079,462|465,windar,AVE!,10019,798368,1731,848881126,35,windar
1080,460|490,windar,AVE!,9889,798368,1750,848881126,35,Awake be in live win
1081,463|465,windar,AVE!,10083,798368,1792,848881126,35,Awake
1082,460|482,windar,AVE!,10495,798368,1814,848881126,35,windar
1083,457|480,windar,AVE!,10019,798368,1822,848881126,35,awake
1084,457|499,windar,AVE!,9667,798368,1825,848881126,35,Awake be in live win
1085,472|479,windar,AVE!,10495,798368,1874,848881126,35,windar
1086,457|490,windar,AVE!,9728,798368,1880,848881126,35,Awake be in live win
1087,461|484,windar,AVE!,9616,798368,1904,848881126,35,Awake be in live win
1088,455|498,windar,AVE!,9707,798368,1928,848881126,35,Awake be in live win
1089,460|498,windar,AVE!,10495,798368,1935,848881126,35,Awake be in live win
1090,456|491,windar,AVE!,10019,798368,1956,848881126,35,Awake be in live win
1091,460|480,windar,AVE!,10495,798368,1968,848881126,35,windar
1092,461|478,windar,AVE!,9608,798368,2053,848881126,35,awake
1093,456|490,windar,AVE!,10019,798368,2141,848881126,35,Awake be in live win
1094,466|486,windar,AVE!,10019,798368,2170,848881126,35,awake
1095,459|481,windar,AVE!,10019,798368,2252,848881126,35,awake
1096,461|474,windar,AVE!,10029,798368,2254,848881126,35,windar
1097,453|489,windar,AVE!,9071,798368,2286,848881126,35,Awake be in live win
1098,466|495,windar,AVE!,10019,798368,2384,848881126,35,What am I doing here?
1099,455|482,windar,AVE!,9814,798368,2416,848881126,35,windar
1100,455|481,windar,AVE!,10019,798368,2484,848881126,35,windar
1101,463|466,windar,AVE!,8173,798368,2631,848881126,35,windar
1102,455|490,windar,AVE!,9379,798368,2971,848881126,35,Awake be in live win
1103,462|462,windar,AVE!,9866,798368,3064,848881126,35,Awake
1104,453|466,windar,AVE!,6504,798368,3399,848881126,35,windar
1105,446|478,windar,AVE!,8541,798368,3481,848881126,35,windar
1106,443|484,windar,AVE!,6490,798368,3703,848881126,35,Деревня варваров
1107,443|480,windar,AVE!,6240,798368,3772,848881126,35,Деревня варваров
1108,442|483,windar,AVE!,8452,798368,3874,848881126,35,Деревня варваров
1109,444|475,windar,AVE!,10262,798368,3917,848881126,35,windar
1110,441|484,windar,AVE!,9143,798368,4080,848881126,35,Деревня варваров
1111,426|465,windar,AVE!,9718,798368,6987,848881126,35,windar
1112,424|466,windar,AVE!,8270,798368,8403,848881126,35,windar
1113,492|502,mirakses,AVE!,10239,279940,49,1992466,35,Посылка Дарку
1114,488|495,mirakses,AVE!,10224,279940,131,1992466,35,Начало
1115,491|496,mirakses,AVE!,9979,279940,150,1992466,35,Начали
1116,491|497,mirakses,AVE!,9753,279940,166,1992466,35,Начнём
1117,479|546,mirakses,AVE!,9746,279940,275,1992466,35,Винтерфелл
1118,478|490,mirakses,AVE!,9751,279940,360,1992466,35,Чап
1119,478|547,mirakses,AVE!,10010,279940,942,1992466,35,Риверран
1120,480|548,mirakses,AVE!,9493,279940,1248,1992466,35,Браавос
1121,478|548,mirakses,AVE!,9741,279940,1273,1992466,35,Волантис
1122,477|548,mirakses,AVE!,10000,279940,1700,1992466,35,Дорн
1123,479|544,mirakses,AVE!,9920,279940,2326,1992466,35,Хайгарден
1124,477|545,mirakses,AVE!,9777,279940,2502,1992466,35,Орлиное гнездо
1125,480|545,mirakses,AVE!,9741,279940,2520,1992466,35,Юнкай
1126,475|548,mirakses,AVE!,9741,279940,3085,1992466,35,Пентос
1127,484|547,mirakses,AVE!,9427,279940,3344,1992466,35,Стена
1128,467|547,mirakses,AVE!,9191,279940,3375,1992466,35,Дотрак
1129,468|550,mirakses,AVE!,8973,279940,3678,1992466,35,Королевская гавань
1130,466|549,mirakses,AVE!,9443,279940,3709,1992466,35,Кастерли
1131,467|550,mirakses,AVE!,9830,279940,3749,1992466,35,Миерин
1132,477|490,mirakses,AVE!,9741,279940,3984,1992466,35,Иууу
1133,465|550,mirakses,AVE!,9673,279940,4041,1992466,35,Солнечное копьё
1134,460|559,mirakses,AVE!,9332,279940,5703,1992466,35,Астапор
1135,428|481,mirakses,AVE!,9434,279940,6300,1992466,35,Мираксес
1136,429|483,mirakses,AVE!,9835,279940,6316,1992466,35,Мираксес
1137,428|476,mirakses,AVE!,9899,279940,6403,1992466,35,Мираксес
1138,474|544,mirakses,AVE!,9741,279940,7057,1992466,35,Кротовый городок
1139,426|479,mirakses,AVE!,9899,279940,7147,1992466,35,Мираксес
1140,425|477,mirakses,AVE!,7378,279940,7266,1992466,35,Мираксес
1141,419|501,mirakses,AVE!,10029,279940,7676,1992466,35,OnMaine
1142,487|528,barantus,AVE!,9129,243035,52,1153966,35,202
1143,452|516,barantus,AVE!,9632,243035,571,1153966,35,002 Пилюля радости
1144,483|525,barantus,AVE!,9165,243035,692,1153966,35,201
1145,453|516,barantus,AVE!,9825,243035,763,1153966,35,001 Ну ты сам в список попал
1146,486|527,barantus,AVE!,9006,243035,824,1153966,35,203
1147,451|513,barantus,AVE!,9305,243035,838,1153966,35,006 Ням-ням киллер)
1148,478|526,barantus,AVE!,9159,243035,1040,1153966,35,204 подгоны
1149,458|496,barantus,AVE!,9825,243035,1682,1153966,35,101 Сам свои табу нарушаешь
1150,457|495,barantus,AVE!,6890,243035,1698,1153966,35,104
1151,456|498,barantus,AVE!,8968,243035,1865,1153966,35,103
1152,456|497,barantus,AVE!,9143,243035,1908,1153966,35,102 Би-бип
1153,459|520,barantus,AVE!,9334,243035,2073,1153966,35,011 подлет
1154,456|515,barantus,AVE!,8781,243035,2094,1153966,35,012 До свиданья
1155,454|498,barantus,AVE!,7668,243035,2209,1153966,35,105 мяу
1156,450|520,barantus,AVE!,9171,243035,2221,1153966,35,008 Халва
1157,455|517,barantus,AVE!,9167,243035,2279,1153966,35,009 тут жил молодец)
1158,455|516,barantus,AVE!,9597,243035,2304,1153966,35,003 Илюшина радость
1159,454|518,barantus,AVE!,9571,243035,2336,1153966,35,004 Пока не придумал
1160,453|521,barantus,AVE!,9172,243035,2617,1153966,35,005 Грудинка
1161,447|508,barantus,AVE!,9393,243035,2732,1153966,35,010
1162,446|465,barantus,AVE!,9136,243035,4372,1153966,35,301 Да лан?)
1163,446|464,barantus,AVE!,6014,243035,4385,1153966,35,302 бобровая хатка)
1164,447|462,barantus,AVE!,6913,243035,4399,1153966,35,303 хрум
1165,449|463,barantus,AVE!,4729,243035,4421,1153966,35,306
1166,447|464,barantus,AVE!,3631,243035,4426,1153966,35,305
1167,445|463,barantus,AVE!,3363,243035,4992,1153966,35,304
1168,443|462,barantus,AVE!,4815,243035,5221,1153966,35,307
1169,443|463,barantus,AVE!,4317,243035,5308,1153966,35,308
1170,456|516,barantus,AVE!,9238,243035,6180,1153966,35,007 халява
1171,455|514,barantus,AVE!,8978,243035,6425,1153966,35,013
1172,496|523,alpachs,AVE!,9738,205522,53,1976199,35,-003
1173,494|526,alpachs,AVE!,10040,205522,121,1976199,35,-001
1174,494|525,alpachs,AVE!,9715,205522,353,1976199,35,-002
1175,495|522,alpachs,AVE!,9718,205522,461,1976199,35,-005
1176,504|533,alpachs,AVE!,7242,205522,660,1976199,35,00029
1177,492|520,alpachs,AVE!,9933,205522,841,1976199,35,031
1178,505|522,alpachs,AVE!,9981,205522,850,1976199,35,Топор
1179,494|522,alpachs,AVE!,9928,205522,919,1976199,35,-004
1180,495|521,alpachs,AVE!,10140,205522,996,1976199,35,042
1181,503|523,alpachs,AVE!,9845,205522,1055,1976199,35,Казарма
1182,496|522,alpachs,AVE!,10160,205522,1120,1976199,35,-007
1183,504|535,alpachs,AVE!,9496,205522,1274,1976199,35,00022
1184,494|538,alpachs,AVE!,2194,205522,1446,1976199,35,darktiger71
1185,497|538,alpachs,AVE!,10168,205522,1452,1976199,35,004
1186,499|539,alpachs,AVE!,9761,205522,1559,1976199,35,002
1187,492|471,alpachs,AVE!,9771,205522,1973,1976199,35,Здесь живёт dima100500
1188,497|540,alpachs,AVE!,9505,205522,2329,1976199,35,001
1189,498|537,alpachs,AVE!,9746,205522,4515,1976199,35,003
1190,491|570,alpachs,AVE!,10093,205522,5561,1976199,35,Деревня варваров
1191,491|571,alpachs,AVE!,9199,205522,5855,1976199,35,Деревня варваров
1192,496|524,alpachs,AVE!,9814,205522,6185,1976199,35,-006
1193,494|536,alpachs,AVE!,9335,205522,6899,1976199,35,005
1194,493|532,*SMS*,AVE!,9714,218727,55,1418543,35,~Юрта~
1195,498|533,*SMS*,AVE!,9714,218727,57,1418543,35,~Скит~
1196,499|530,*SMS*,AVE!,9788,218727,243,1418543,35,"Il est ou le bonheur, il est ou?"
1197,500|516,*SMS*,AVE!,9724,218727,291,1418543,35,~Этюд~
1198,495|526,*SMS*,AVE!,9728,218727,355,1418543,35,~Лукоморье~
1199,498|529,*SMS*,AVE!,9721,218727,434,1418543,35,~Ералаш~
1200,492|528,*SMS*,AVE!,9714,218727,627,1418543,35,~Млечный путь~
1201,496|525,*SMS*,AVE!,9714,218727,857,1418543,35,~Муравьедово~
1202,493|531,*SMS*,AVE!,9714,218727,867,1418543,35,~Графские развалины~
1203,497|522,*SMS*,AVE!,9714,218727,991,1418543,35,~Сицилиана~
1204,502|531,*SMS*,AVE!,9975,218727,1068,1418543,35,~Колыбельная в бурю~
1205,495|531,*SMS*,AVE!,9714,218727,1168,1418543,35,~Эсфигмен~
1206,486|466,*SMS*,AVE!,9714,218727,1323,1418543,35,Кин-дза-дза ~
1207,486|467,*SMS*,AVE!,9676,218727,1337,1418543,35,Кин-дза-дза ~
1208,499|531,*SMS*,AVE!,9714,218727,1648,1418543,35,~Ледовое побоище~
1209,498|540,*SMS*,AVE!,9714,218727,2690,1418543,35,~Кузница эльфов~
1210,495|542,*SMS*,AVE!,9724,218727,2822,1418543,35,~Почта Деда Мороза~
1211,498|530,*SMS*,AVE!,9714,218727,5400,1418543,35,~Вигвам~
1212,452|576,*SMS*,AVE!,7426,218727,9140,1418543,35,Окраина
1213,451|577,*SMS*,AVE!,4344,218727,9708,1418543,35,Окраина
1214,449|575,*SMS*,AVE!,8922,218727,10178,1418543,35,Окраина
1215,452|577,*SMS*,AVE!,8922,218727,10189,1418543,35,Окраина
1216,452|578,*SMS*,AVE!,5548,218727,10626,1418543,35,Окраина
1217,460|590,*SMS*,AVE!,2044,218727,11537,1418543,35,Окраина
1218,449|583,*SMS*,AVE!,4431,218727,11572,1418543,35,Окраина
1219,446|583,*SMS*,AVE!,1900,218727,12174,1418543,35,Окраина
1220,497|533,Лорд ник1972,AVE!,9732,447091,58,1966566,35,Железная
1221,507|545,Лорд ник1972,AVE!,9762,447091,136,1966566,35,Ник
1222,494|524,Лорд ник1972,AVE!,10003,447091,239,1966566,35,Центр
1223,494|531,Лорд ник1972,AVE!,9746,447091,363,1966566,35,Лос
1224,495|525,Лорд ник1972,AVE!,9741,447091,382,1966566,35,03. Геленджик
1225,501|533,Лорд ник1972,AVE!,9673,447091,499,1966566,35,00014
1226,496|531,Лорд ник1972,AVE!,9761,447091,544,1966566,35,Darkness
1227,508|545,Лорд ник1972,AVE!,9740,447091,553,1966566,35,Дырка
1228,494|529,Лорд ник1972,AVE!,5934,447091,619,1966566,35,Mandalor-04
1229,491|533,Лорд ник1972,AVE!,10000,447091,745,1966566,35,Frideman
1230,498|532,Лорд ник1972,AVE!,9732,447091,748,1966566,35,Мираж
1231,492|529,Лорд ник1972,AVE!,9685,447091,754,1966566,35,Капля
1232,495|532,Лорд ник1972,AVE!,9724,447091,776,1966566,35,Зеркало
1233,493|528,Лорд ник1972,AVE!,9732,447091,811,1966566,35,Развалина 1
1234,497|528,Лорд ник1972,AVE!,6615,447091,949,1966566,35,***
1235,505|525,Лорд ник1972,AVE!,10559,447091,972,1966566,35,00001
1236,490|531,Лорд ник1972,AVE!,9526,447091,973,1966566,35,Преторианец
1237,500|523,Лорд ник1972,AVE!,9792,447091,1037,1966566,35,00016
1238,497|523,Лорд ник1972,AVE!,9746,447091,1039,1966566,35,Бобр 04
1239,506|548,Лорд ник1972,AVE!,9752,447091,1084,1966566,35,Добрая
1240,498|523,Лорд ник1972,AVE!,9771,447091,1106,1966566,35,Бобр 03
1241,505|528,Лорд ник1972,AVE!,9976,447091,1126,1966566,35,D|D
1242,492|537,Лорд ник1972,AVE!,8928,447091,1386,1966566,35,***
1243,489|537,Лорд ник1972,AVE!,9873,447091,1434,1966566,35,Ну не судьба((
1244,488|536,Лорд ник1972,AVE!,9761,447091,1462,1966566,35,-I-
1245,488|538,Лорд ник1972,AVE!,9814,447091,1589,1966566,35,Herro
1246,488|539,Лорд ник1972,AVE!,9750,447091,1629,1966566,35,Рес
1247,486|542,Лорд ник1972,AVE!,9745,447091,1957,1966566,35,Фулка
1248,476|538,Лорд ник1972,AVE!,9791,447091,2029,1966566,35,Бонус
1249,502|547,Лорд ник1972,AVE!,9718,447091,2260,1966566,35,Метрополия
1250,496|532,Лорд ник1972,AVE!,9761,447091,2959,1966566,35,Погнали
1251,505|546,Лорд ник1972,AVE!,9742,447091,3087,1966566,35,Халабуда
1252,501|522,Лорд ник1972,AVE!,10311,447091,3471,1966566,35,00033
1253,470|562,Лорд ник1972,AVE!,9744,447091,5111,1966566,35,Ратуша
1254,493|533,Лорд ник1972,AVE!,9761,447091,5436,1966566,35,Ката
1255,469|562,Лорд ник1972,AVE!,9797,447091,5475,1966566,35,Тайник
1256,469|565,Лорд ник1972,AVE!,9742,447091,6014,1966566,35,Собрание
1257,496|535,Лорд ник1972,AVE!,4879,447091,6128,1966566,35,Здесь
1258,470|568,Лорд ник1972,AVE!,9556,447091,6294,1966566,35,Караул
1259,495|533,Лорд ник1972,AVE!,9491,447091,6904,1966566,35,Ентер
1260,474|578,Лорд ник1972,AVE!,7037,447091,7575,1966566,35,Деревня варваров
1261,475|583,Лорд ник1972,AVE!,7088,447091,8555,1966566,35,Деревня варваров
1262,475|585,Лорд ник1972,AVE!,9168,447091,9052,1966566,35,Пир
1263,474|585,Лорд ник1972,AVE!,7113,447091,9161,1966566,35,Деревня варваров
1264,475|586,Лорд ник1972,AVE!,6820,447091,9715,1966566,35,Каприз
1265,475|587,Лорд ник1972,AVE!,6221,447091,9848,1966566,35,ЗонаБ52
1266,475|588,Лорд ник1972,AVE!,8026,447091,10558,1966566,35,Крах
1267,473|573,Лорд ник1972,AVE!,9303,447091,10719,1966566,35,Sirius
1268,505|527,Лорд ник1972,AVE!,7449,447091,11296,1966566,35,00002
1269,479|480,xaxaxaxa,AVE!,9902,484289,81,350426,35,ФорсаВжик
1270,475|456,xaxaxaxa,AVE!,9828,484289,180,350426,35,=Востание=
1271,479|479,xaxaxaxa,AVE!,9739,484289,314,350426,35,Я Легенда
1272,480|480,xaxaxaxa,AVE!,10219,484289,364,350426,35,Бумажный дом
1273,478|478,xaxaxaxa,AVE!,9782,484289,374,350426,35,Телохранитель киллера
1274,486|490,xaxaxaxa,AVE!,9913,484289,424,350426,35,Задворка
1275,477|458,xaxaxaxa,AVE!,9828,484289,624,350426,35,555
