	xxx|yyy	player_name	tag	village_points	player_points	village_id	player_id	tribe_id	village_name
619	527|506	PIFAQOR	HuntrY	674	100605	685	1126715	34	PIFAQOR
620	498|507	Ханс Руди Гигер	-=ЛС=-	2273	96849	686	2027254	1	S06
621	518|494	Medvedyo	HuntrY	2930	96511	687	848924009	34	015-Джая
622	489|521	HarDDD	HuntrX	1837	47843	688	2097439	26	Деревня варваров
623	513|473	тетя. Ася	-=ЛС=-	1057	52496	691	1084387	1	009
624	471|482	Знаменский	Шпана	7624	77222	693	1312262	10	АРАРАТ 1915
625	527|522	vip911	HuntrY	8806	110081	694	483900	34	003 мир 100
626	501|531	КаК сАм	HuntrX	7682	65525	696	249701	26	Бункер 4
627	535|525	BlackPrince	HuntrY	8991	95768	697	1616962	34	1 Watch The World Burn
628	542|519	BrainBlast	HuntrY	8724	56053	698	848922728	34	002
629	494|474	gi22	-=ЛС=-	3864	33595	699	1045837	1	Идущие на Слив 05
630	496|534	Kravec	HuntrX	5103	67731	701	207708	26	006,АРЫКОРИФТ
631	467|537	Darksol	NW	9366	90873	702	1512777	59	In memory
632	462|490	Alex198316	Шпана	2752	30319	703	2107517	10	33333
633	468|523	Rookie	NW	5638	93292	705	1601823	59	A.3 Carnival of Rust
634	540|462	Лорд Славик	-=ЛС=-	8326	72047	706	848922253	1	Б 1
635	470|473	iscra	Шпана	3292	103400	707	1065613	10	Деревня варваров
636	492|474	gi22	-=ЛС=-	3539	33595	708	1045837	1	Идущие на Слив 03@
637	490|481	BOND	Шпана	8651	114269	709	1885079	10	005.Здесь живёт vladыka 777
638	511|470	Fatiko	-=ЛС=-	716	100550	711	848942719	1	016
639	485|507	NeHeRTiti	NW.	2320	132083	712	848944347	70	Жемчужина
640	461|501	dianas	Шпана	8701	115311	713	1128262	10	005
641	510|486	Kiborg2	-=ЛС=-	5175	50857	715	1448234	1	**5**
642	483|524	titul911	HuntrX	9290	81278	716	2079420	26	~[004]M777C1
643	531|517	vip911	HuntrY	7098	110081	717	483900	34	008 мир 100
644	526|462	Тюфяк	-=ЛС=-	8754	95657	718	848899351	1	005
645	463|507	Damosha	NW	4034	115613	719	352756	59	Дворянин
646	506|459	Фома финикийский	-=ЛС=-	8448	40062	720	848939636	1	-001- 1 Иерусалим
647	467|483	Valergen	Шпана	7777	89359	721	848914936	10	003
648	488|533	Aдмин Беспрeдeлов	HuntrX	6807	103906	722	1875418	26	Дворянин
649	475|500	Skmp	Шпана	509	32487	723	848930715	10	Бонусная деревня
650	472|480	Знаменский	Шпана	8333	77222	725	1312262	10	В память о Патрике
651	468|490	chella	Шпана	2722	97358	726	264161	10	Ёжик
652	523|488	Medvedyo	HuntrY	6197	96511	728	848924009	34	004-Острова Орган
653	479|532	Trubadur47	HuntrX	5448	44113	729	1895599	26	001
654	486|479	Памперс	Живки	610	610	730	2102708	11	Памперс 2
655	536|491	Дабранач	Живки	4321	28355	731	2078440	11	003.Бонусная деревня
656	502|526	Kravec	HuntrX	4006	67731	732	207708	26	010,ПЛЯЖОКОТ
657	491|532	шмекер	HuntrX	8666	71257	733	435618	26	-=3=-
658	533|504	Дмитрий А.	-=ЛС=-	8398	79872	734	848943263	1	5-Б
659	539|511	VOVAN84	HuntrY	2131	71549	735	1504882	34	Деревня варваров
660	487|510	Anion	HuntrX	2776	79576	736	2016651	26	103. Деревня варваров ;)
661	525|501	PIFAQOR	HuntrY	793	100605	737	1126715	34	PIFAQOR
662	463|503	stas932932	Шпана	5749	120454	738	1652619	10	Дворянин
663	526|522	Addari	HuntrY	4122	122427	739	848931730	34	001.8.1 Деревня варваров
664	500|507	ossiriss	-=ЛС=-	2040	99993	740	2001797	1	ц100
665	509|489	рот мне в ноги	-=ЛC=-	592	50001	741	1485794	27	Деревня варваров
666	523|500	Oppa	HuntrY	573	87149	742	848924513	34	(19)Oppa
667	509|490	рот мне в ноги	-=ЛC=-	4587	50001	743	1485794	27	004
668	546|516	xxxцарьxxx	HuntrY	10226	60648	744	1205192	34	OrcZ must Die
669	519|533	Grandroro	HuntrX	4791	55910	745	848898099	26	#5 Helheimr
670	500|506	ossiriss	-=ЛС=-	766	99993	747	2001797	1	ц100
671	529|525	Grandroro	HuntrX	4406	55910	749	848898099	26	#7 Alfheimr
672	521|499	Girlond	HuntrY	6952	102074	751	848906104	34	2.03.
673	547|510	Oppa	HuntrY	9614	87149	752	848924513	34	(07)Oppa
674	488|552	ROCKET	NW.	10579	31204	753	2023591	70	Дворянин
675	467|515	RussLord	Шпана	4598	92384	754	848936052	10	933
676	489|495	Like a Wind	GAME	8657	280395	755	1244572	31	King Nothing
677	513|516	Huligan.gaz	HuntrX	3682	82348	756	1098217	26	_108_
678	481|546	ROCKET	NW.	10429	31204	757	2023591	70	Дворянин
679	524|498	Girlond	HuntrY	9036	102074	758	848906104	34	001. A2fytr
680	538|505	Oppa	HuntrY	3006	87149	759	848924513	34	(13)Oppa
681	474|529	idy na vy	HuntrX	4492	61636	760	2083685	26	~[03]~ barba
682	473|484	Valergen	Шпана	9544	89359	761	848914936	10	002
683	476|475	4Е-4Е	Шпана	8670	95532	762	1592496	10	006.4Е-4Е
684	489|479	BOND	Шпана	4521	114269	763	1885079	10	008.Щелково
685	491|474	Андрей176	-=ЛС=-	5538	43685	764	848940396	1	006
686	472|488	Skmp	Шпана	730	32487	765	848930715	10	Деревня варваров
687	490|507	Anion	HuntrX	7018	79576	766	2016651	26	101. Здесь жил Alkaev ;)
688	507|535	Нубяра	HuntrЙ	9436	38682	767	848923718	77	Атакую дэффом!
689	488|512	Теснящийся в штанах	HuntrX	4683	116412	768	1457551	26	013.SayMyName
690	522|527	inmortal203	HuntrX	3828	21132	769	848944339	26	02. Приличное название
691	498|512	KoreshDmdl	HuntrX	5925	62029	770	1480573	26	007 -Д2-
692	512|526	Girlond	HuntrY	3976	102074	771	848906104	34	3.01.
693	530|509	PIFAQOR	HuntrY	7634	100605	772	1126715	34	PIFAQOR
694	471|513	KAPER KING	NW	4921	97977	775	1379783	59	Zoltan
695	501|461	DVFU	-=ЛС=-	3857	58137	779	848886452	1	Деревня Дармедов
696	509|514	instrument flight	HuntrX	3590	8478	780	848878451	26	Mightys Stone Ocean
697	496|513	Trubadur47	HuntrX	2216	44113	781	1895599	26	-Д1-
698	527|478	n0n4eS	-=ЛС=-	8274	174023	782	2079486	1	СверхГрад
699	492|509	Valckiriya	HuntrX	1369	39537	783	1328434	26	Деревня варваров
700	532|501	Аркади	HuntrЙ	548	9495	784	2076437	77	Деревня варваров
701	495|500	offair	GAME	6001	103630	785	351667	31	Здесь жил ZZ58rus
702	538|508	VOVAN84	HuntrY	1749	71549	786	1504882	34	Деревня варваров
703	475|471	4Е-4Е	Шпана	8606	95532	787	1592496	10	002.4Е-4Е
704	473|477	Знаменский	Шпана	9938	77222	788	1312262	10	Slavi I
705	522|477	n0n4eS	-=ЛС=-	4443	174023	789	2079486	1	Деревня варваров
706	542|503	Oppa	HuntrY	7552	87149	790	848924513	34	(02)Oppa
707	492|495	Wanderer68	-=ЛC=-	6039	96632	792	996111	27	Wanderer68
708	502|495	TheLev1athan	-=ЛС=-	10001	65614	793	2092438	1	[007] Кту Там?
709	462|503	EXEN	Шпана	5620	18047	794	848904182	10	-!-
710	527|471	Fatiko	-=ЛС=-	10495	100550	795	848942719	1	001
711	503|470	naimvic	-=ЛС=-	660	80697	796	1848857	1	....
712	472|510	st0pe	Шпана	9995	92639	797	2016284	10	Айстра
713	483|465	Tris-matris	Шпана	2905	35534	798	215585	10	-Barvill)
714	473|508	dianas	Шпана	9654	115311	799	1128262	10	007Волошка
715	488|528	titul911	HuntrX	1920	81278	802	2079420	26	~[012]Bagbadi
716	506|515	Grandroro	HuntrX	1926	55910	803	848898099	26	10 Gardr
717	466|482	Valergen	Шпана	6519	89359	804	848914936	10	004
718	472|509	st0pe	Шпана	10019	92639	806	2016284	10	Барвиха
719	501|532	КаК сАм	HuntrX	5697	65525	807	249701	26	Бункер 5
720	542|515	Era_B	HuntrY	9966	39585	809	45909	34	001
721	485|480	Darth Revan	Апачи	1205	29805	810	234024	40	007 | Kashyyyk
722	475|508	KAPER KING	NW	5861	97977	812	1379783	59	Nexis
723	508|460	DVFU	-=ЛС=-	6405	58137	813	848886452	1	Lord Zabey
724	484|538	Huligan.gaz	HuntrX	8381	82348	814	1098217	26	_006_
725	462|506	EXEN	Шпана	2622	18047	815	848904182	10	-!-
726	550|500	sod73	Живки	9018	17742	816	80912	11	sod73
727	499|506	Ханс Руди Гигер	-=ЛС=-	2983	96849	817	2027254	1	S03
728	495|522	uncle Barney	HuntrX	3183	64968	818	1203603	26	Бонусная деревня
729	489|476	Кейстут I	Шпана	7172	61229	819	1599288	10	006_Vaukalak
730	500|494	Лорд Candiman	GAME	714	714	820	1548628	31	Devils Tower
731	518|493	Medvedyo	HuntrY	3887	96511	821	848924009	34	009-Логтаун
732	538|463	Arturpp	-=ЛС=-	9835	66887	822	848915741	1	003
733	463|462	sergchss2014	Шпана	8738	61699	823	1714096	10	Berdos
734	506|468	naimvic	-=ЛС=-	1068	80697	824	1848857	1	....
735	487|496	Artizus	-=ЛC=-	5058	85151	825	2033902	27	[101] Phobos
736	549|493	T1ny	Живки	7857	15603	826	184482	11	001
737	519|535	Beha-x	HuntrX	3836	47375	827	1713711	26	005
738	469|487	я Ваш друг	Шпана	8623	68365	828	1287044	10	[006] Jesse James Here
739	472|477	Знаменский	Шпана	3739	77222	829	1312262	10	Волгоград
740	466|492	chella	Шпана	4955	97358	831	264161	10	Ёжик
741	491|519	Mighty Fall	HuntrX	5652	99287	833	1981863	26	008 Bad Moon
742	526|475	n0n4eS	-=ЛС=-	5256	174023	834	2079486	1	ф-3
743	463|487	я Ваш друг	Шпана	9109	68365	835	1287044	10	[005] John Gotti Here
744	463|517	Феерия	NW	1324	36305	836	1697676	59	008-
745	549|485	ossiriss	-=ЛС=-	8890	99993	837	2001797	1	100ж
746	503|462	DVFU	-=ЛС=-	7406	58137	838	848886452	1	Lord Georg
747	496|479	Ankuse	-=ЛС=-	2692	74976	840	1129611	1	[011] Выполняйте правильно
748	458|478	Darth Revan	Апачи	10019	29805	841	234024	40	001 | Darth Revan
749	466|512	Дагир	NW	8304	67856	843	119100	59	Дагир 002
750	523|510	R0NIN	Живки	2456	36973	844	848944196	11	Транклюкатор
751	460|493	Maskito	Шпана	9517	83577	845	848928944	10	002 Дровосек98
752	513|501	-=НЕПОВТОРИМЫЙ=-	-=ЛС=-	1679	78135	846	1465651	1	Деревня варваров
753	490|478	BOND	Шпана	3927	114269	849	1885079	10	010.Бонусная деревня
754	461|503	dianas	Шпана	9618	115311	850	1128262	10	002 cosacs
755	533|509	KHAL	HuntrY	9496	85652	851	1989844	34	snoopy
756	510|493	ЛордАлесандро	-=ЛС=-	5000	183130	852	1280925	1	[019]ДАМАСК
757	486|533	Aдмин Беспрeдeлов	HuntrX	5851	103906	853	1875418	26	Дворянин
758	469|518	KAPER KING	NW	4869	97977	854	1379783	59	Orvik
759	479|477	4ikatiladaum	Шпана	1218	64650	855	1655570	10	012
760	466|498	Eliga	Шпана	10319	48695	856	198369	10	003
761	492|528	Hank Moody85.	HuntrX	5511	64558	857	1191197	26	улей 1
762	458|510	st0pe	Шпана	7571	92639	858	2016284	10	Здесь живёт dmitrozzya
763	468|509	RussLord	Шпана	4965	92384	859	848936052	10	944
764	478|505	KAPER KING	NW	449	97977	860	1379783	59	Деревня варваров
765	534|520	semik	HuntrX	10273	114543	861	848920371	26	Nükleer
766	473|517	KAPER KING	NW	4407	97977	862	1379783	59	Jett
767	538|489	samat09	-=ЛС=-	4258	177136	863	394546	1	Мордор 3.6
768	486|484	Рыбак 007	Шпана	6159	63040	864	1703942	10	Подлещик
769	501|494	TheLev1athan	-=ЛС=-	3230	65614	865	2092438	1	[009] Кока Кола
770	503|511	Neochem	HuntrX	3196	181710	866	148138	26	024 Консервная банка
771	484|479	4ikatiladaum	Шпана	6221	64650	867	1655570	10	006
772	527|521	Шпак	HuntrY	3070	93849	868	2013557	34	012
773	522|479	n0n4eS	-=ЛС=-	7654	174023	869	2079486	1	Деревня
774	521|491	Medvedyo	HuntrY	3401	96511	872	848924009	34	014-Алабаста
775	516|492	ЛордАлесандро	-=ЛС=-	8040	183130	873	1280925	1	[011]ПЕРГАМ
776	464|508	Феерия	NW	1778	36305	874	1697676	59	005-
777	531|499	ихмилион	Живки	1238	19397	875	2078059	11	Часовня
778	471|468	Green Mikimaus	Шпана	9195	104044	876	1528247	10	Утопия барсуков
779	494|521	uncle Barney	HuntrX	2829	64968	877	1203603	26	Деревня варваров
780	515|479	Tsarfolk	-=ЛС=-	6669	46232	878	1927762	1	007
781	501|484	ziglor	GAME	9754	150908	879	372825	31	003
782	478|521	Valckiriya	HuntrX	3320	39537	880	1328434	26	...
783	484|450	Izmailua337	-=ЛС=-	9579	56400	881	1116304	1	Неаполь
784	485|464	Tris-matris	Шпана	4229	35534	882	215585	10	BarVill.).
785	492|553	Desman	NW.	8644	37709	883	394180	70	Desman
786	482|529	titul911	HuntrX	3845	81278	884	2079420	26	~[010]варвар
787	455|538	crazymaksimka	NW.	9503	14356	885	397050	70	Дворянин
788	502|469	naimvic	-=ЛС=-	846	80697	886	1848857	1	....
789	455|532	Yorick	NW	8594	94746	887	2051054	59	Zeta Yorick 03
790	488|461	4Е-4Е	Шпана	9634	95532	889	1592496	10	013.4Е-4Е
791	492|532	шмекер	HuntrX	9209	71257	891	435618	26	-=100=-
792	520|465	Izmailua337	-=ЛС=-	3716	56400	892	1116304	1	001
793	518|546	Mensch	HuntrX	8993	94468	893	1570216	26	Болото печали
794	468|485	Valergen	Шпана	4885	89359	894	848914936	10	horror
795	521|532	Beha-x	HuntrX	2841	47375	896	1713711	26	008
796	467|479	Valergen	Шпана	2292	89359	897	848914936	10	Деревня варваров
797	514|476	тетя. Ася	-=ЛС=-	703	52496	900	1084387	1	011
798	530|502	ОCОБО НУБАСЕН	Живки	8424	41901	901	537524	11	Здесь живёт ОCОБО НУБАСЕН
799	516|536	popov	HuntrY	7049	48639	902	412935	34	003
800	477|489	Анархия	Шпана	1747	52650	903	848941893	10	Деревня варваров
801	521|534	Рози	HuntrЙ	5697	27306	904	2041865	77	Деревня варваров 2
802	470|520	KAPER KING	NW	8699	97977	905	1379783	59	Grim
803	477|520	Токмэн	NW	4104	67959	906	1180540	59	AVE! A04
804	477|471	4Е-4Е	Шпана	5725	95532	907	1592496	10	007.4Е-4Е
805	523|532	Рози	HuntrЙ	5599	27306	908	2041865	77	Деревня варваров 3
806	482|471	doktor920	Шпана	6412	60891	909	1468939	10	..5
807	513|493	Like a Wind	GAME	10046	280395	910	1244572	31	Hardwired... to Self-Destruct
808	495|539	Арбалет	HuntrX	1502	36173	911	1639521	26	А =06=
809	509|537	Бухгалтер.	HuntrX	10401	72665	912	2007176	26	[005] Лютая зима
810	528|485	kuzhenkino96	-=ЛC=-	1201	33300	914	1799805	27	009 Деревня варваров
811	494|489	Like a Wind	GAME	10247	280395	915	1244572	31	Hardwired... to Self-Destruct
812	490|528	uncle Barney	HuntrX	6438	64968	916	1203603	26	Деревня варваров
813	506|522	Теснящийся в штанах	HuntrX	8776	116412	917	1457551	26	002.Я не тормоз, я медленный газ
814	464|489	я Ваш друг	Шпана	5493	68365	918	1287044	10	006. Апачи
815	509|472	Fatiko	-=ЛС=-	348	100550	919	848942719	1	Деревня варваров
816	495|529	Poker face	HuntrX	9084	30361	920	1505374	26	Деревня варваров 2
817	531|475	Fatiko	-=ЛС=-	8114	100550	921	848942719	1	005
818	504|538	Нубяра	HuntrЙ	8537	38682	923	848923718	77	Атакую дэффом!
819	504|530	Anvel	HuntrX	8974	113697	924	1118336	26	Personal Jesus
820	484|480	Darth Revan	Апачи	2046	29805	925	234024	40	006 | Endor
821	536|518	ХирургЛюбитель	HuntrY	4407	69426	926	1694752	34	Leshrac
822	491|447	Барин Боярин	-=ЛС=-	6929	60992	927	2053402	1	Деревня 1
823	496|517	KoreshDmdl	HuntrX	7878	62029	930	1480573	26	005 Деревня варваров
824	488|520	Теснящийся в штанах	HuntrX	3921	116412	931	1457551	26	017.Cэндвич со спущенкой
825	489|502	Рускеала	ЯДРО	2022	2022	932	954263	25	Здесь живёт Рускеала
826	524|505	PIFAQOR	HuntrY	435	100605	933	1126715	34	PIFAQOR
827	548|520	pikich	HuntrY	10211	90605	934	954475	34	001 Форли Слабейший
828	532|506	Дмитрий А.	-=ЛС=-	5449	79872	935	848943263	1	102
829	477|516	Квазимода	NW	1851	112250	936	848931337	59	Б 006 Грифонье Гнездо
830	472|526	Valckiriya	HuntrX	6046	39537	937	1328434	26	003
831	517|520	trail	HuntrX	9493	67660	938	1588716	26	Random
832	508|480	ЛордАлесандро	-=ЛС=-	5225	183130	939	1280925	1	[012]АПОЛЛОНИЯ
833	474|547	INoXchOI	NW	9704	88681	940	1183589	59	001
834	468|499	stas932932	Шпана	948	120454	941	1652619	10	Деревня варваров
835	528|498	Girlond	HuntrY	639	102074	942	848906104	34	2.08
836	497|474	gi22	-=ЛС=-	7000	33595	943	1045837	1	Идущие на Слив 08
837	535|490	=Брат=	Живки	5060	19458	945	1495078	11	Вар 1
838	482|518	Квазимода	NW	6095	112250	947	848931337	59	Б 001 Штормовой Предел
839	529|500	BlackPrince	HuntrY	1698	95768	948	1616962	34	1 Hip To Be Scared
840	484|477	Знаменский	Шпана	3773	77222	949	1312262	10	Волжский
841	486|534	Aдмин Беспрeдeлов	HuntrX	5348	103906	950	1875418	26	Дворянин
842	494|480	Andronames87	-=ЛC=-	4305	9353	951	848943145	27	Мытищи
843	450|475	veter777	Шпана	10015	107226	952	848907596	10	Здесь жил skrupul
844	477|533	Антиквaр и RedgiDi	HuntrX	8824	65830	953	848928802	26	Just for you 003
845	500|522	Neochem	HuntrX	9752	181710	954	148138	26	004 Косма
846	511|469	Fatiko	-=ЛС=-	972	100550	955	848942719	1	015
847	472|517	Токмэн	NW	3719	67959	956	1180540	59	AVE! 04
848	538|500	VOVAN84	HuntrY	4641	71549	957	1504882	34	Деревня варваров
849	499|473	gi22	-=ЛС=-	6791	33595	958	1045837	1	Идущие на Слив 07
850	468|487	OstinOne	Апачи	4080	48262	959	848942533	40	***
851	503|529	Anvel	HuntrX	2599	113697	960	1118336	26	Деревня варваров
852	546|509	areaper	Живки	10582	71463	961	20030	11	*Одачо-Дуч veri
853	534|510	pikich	HuntrY	3472	90605	962	954475	34	Деревня варваров
854	511|478	Ankuse	-=ЛС=-	9192	74976	963	1129611	1	[001] Вдох глубокий. Руки шире.
855	516|494	ЛордАлесандро	-=ЛС=-	5343	183130	964	1280925	1	[013]ВИЗАНТИЙ
856	507|462	*zalina*	-=ЛС=-	3802	104339	965	1097487	1	025 Севилья
857	536|514	VOVAN84	HuntrY	872	71549	966	1504882	34	Деревня варваров
858	486|529	Aдмин Беспрeдeлов	HuntrX	3705	103906	967	1875418	26	Дворянин
859	467|492	миллионер.	Шпана	8655	65003	968	1502391	10	horror
860	510|488	Kiborg2	-=ЛС=-	4361	50857	969	1448234	1	**7**
861	529|508	Шпак	HuntrY	6779	93849	970	2013557	34	008
862	502|470	naimvic	-=ЛС=-	387	80697	972	1848857	1	....
863	470|499	stas932932	Шпана	321	120454	974	1652619	10	Деревня варваров
864	496|505	SUPERBIT2008	-=ЛС=-	1581	87656	975	274564	1	Деревня
865	453|515	Frisstal	Шпана	9902	75266	977	1190352	10	001.
866	516|525	Aдмин Беспрeдeлов	HuntrX	3268	103906	979	1875418	26	Дворянин
867	499|528	КаК сАм	HuntrX	6463	65525	981	249701	26	Бункер 3
868	503|507	noname00	HuntrX	8185	123769	982	848929267	26	здесь живёт Дэвид Берковиц
869	479|526	Grozzz	HuntrX	9847	54013	983	848917128	26	05. оййййи
870	502|535	Kravec	HuntrX	5193	67731	984	207708	26	008,ЛЯРДОТУФ
871	486|465	Tris-matris	Шпана	6052	35534	985	215585	10	BonVill).
872	490|526	Hank Moody85.	HuntrX	5469	64558	986	1191197	26	улей 2
873	505|537	zorgan6	HuntrX	6313	99556	987	896145	26	002
874	529|450	гильд	-=ЛC=-	5622	17440	988	1245582	27	ГенШтаб.
875	498|534	Kravec	HuntrX	5621	67731	989	207708	26	007,ЛУЧОТОРГ
876	550|487	ossiriss	-=ЛС=-	8434	99993	990	2001797	1	100в
877	528|481	kuzhenkino96	-=ЛC=-	6630	33300	991	1799805	27	002 Деревня варваров
878	476|494	Skmp	Шпана	4420	32487	992	848930715	10	nothing impossible
879	500|520	Neochem	HuntrX	9341	181710	993	148138	26	003 Люблино
880	521|494	ЛордАлесандро	-=ЛС=-	10237	183130	995	1280925	1	[001]МЕЛИТОПОЛИЙ
881	553|507	samat09	-=ЛС=-	8112	177136	996	394546	1	Дворянин +
882	535|499	VOVAN84	HuntrY	3932	71549	997	1504882	34	Деревня варваров
883	491|534	шмекер	HuntrX	8928	71257	998	435618	26	-=4=-
884	502|524	Voodoo	HuntrY	4765	62896	999	1760606	34	Firestarter
885	496|549	sanekesv	HuntrX	8239	39314	1000	848944157	26	002
886	478|470	4Е-4Е	Шпана	3607	95532	1001	1592496	10	012.4Е-4Е
887	498|532	Бухгалтер.	HuntrX	3001	72665	1002	2007176	26	[007] Морфо
888	495|518	idy na vy	HuntrX	4040	61636	1003	2083685	26	~[07]~ for
889	473|511	Дагир	NW	8543	67856	1004	119100	59	Дагир 005
890	529|510	СОННИ ПУДИНГ	HuntrY	5769	55547	1005	104187	34	005
891	485|498	Kotigoroshko	Шпана	718	50771	1006	317076	10	016
892	466|478	Знаменский	Шпана	9885	77222	1007	1312262	10	Здесь живёт Знаменский
893	517|495	Дмитрий А.	-=ЛС=-	917	79872	1008	848943263	1	008
894	502|557	Сергейя	NW	10140	72585	1009	1319327	59	В. Ч.
895	469|491	chella	Шпана	1989	97358	1010	264161	10	Ёжик
896	546|493	areaper	Живки	7027	71463	1011	20030	11	Икня-Зибиб
897	526|524	Addari	HuntrY	3664	122427	1012	848931730	34	001.8.2 Деревня варваров
898	479|466	4Е-4Е	Шпана	6727	95532	1013	1592496	10	005.4Е-4Е
899	499|558	Xtaz	NW	9808	50818	1014	1358946	59	Дворянин
900	484|503	OliWi	NW.	7398	71884	1016	848944317	70	[007] Circle
901	471|479	Знаменский	Шпана	5888	77222	1017	1312262	10	horror
902	469|485	OstinOne	Апачи	7381	48262	1018	848942533	40	***
903	465|497	Skmp	Шпана	894	32487	1019	848930715	10	nothing impossible
904	473|518	KAPER KING	NW	8873	97977	1020	1379783	59	Umberia
905	524|484	kuzhenkino96	-=ЛC=-	1230	33300	1021	1799805	27	008 Деревня варваров
906	550|474	biand	-=ЛС=-	7416	46351	1023	848938501	1	003
907	468|498	миллионер.	Шпана	3419	65003	1024	1502391	10	Деревня
908	480|520	Токмэн	NW	8486	67959	1025	1180540	59	AVE! A01
909	515|530	Medvedyo	HuntrY	6393	96511	1027	848924009	34	017-Лонг Ринг Лонг Ленд
910	538|496	* = Фидаин= *	HuntrY	4906	72181	1028	1491418	34	Деревня варваров 3
911	520|493	Medvedyo	HuntrY	3384	96511	1029	848924009	34	007-Барати
912	510|478	Ankuse	-=ЛС=-	8569	74976	1031	1129611	1	[002] Не спешите, три-четыре!
913	513|518	Северный народ	HuntrX	2010	80062	1032	848899645	26	Деревня варваров
914	524|457	Izmailua337	-=ЛС=-	9441	56400	1033	1116304	1	Главк
915	490|470	doktor920	Шпана	3065	60891	1034	1468939	10	..6
916	549|519	Reckless Wanderer	HuntrX	9803	214685	1035	1632070	26	Здесь живёт Leon1415
917	501|464	DVFU	-=ЛС=-	1709	58137	1036	848886452	1	Saylentshil
918	489|534	Aдмин Беспрeдeлов	HuntrX	4847	103906	1037	1875418	26	Дворянин
919	503|513	Neochem	HuntrX	6304	181710	1039	148138	26	022
920	487|495	Барборос	-=ЛC=-	2724	76919	1040	848905553	27	011.Барборос
921	512|494	ziglor	GAME	4032	150908	1041	372825	31	012
922	532|478	Гаррет Теневой	Живки	6764	18613	1042	848931488	11	Запорiжжя
923	529|505	Oppa	HuntrY	2029	87149	1043	848924513	34	(14)Oppa
924	469|492	Skmp	Шпана	681	32487	1045	848930715	10	Деревня варваров
925	509|509	noname00	HuntrX	2456	123769	1047	848929267	26	здесь живёт Бостонский душитель
926	464|469	lеnaris	Шпана	8753	73164	1048	848913835	10	005
927	529|501	ОCОБО НУБАСЕН	Живки	1351	41901	1049	537524	11	Деревня варваров
928	500|505	ossiriss	-=ЛС=-	5268	99993	1050	2001797	1	ц100
929	509|494	ЛордАлесандро	-=ЛС=-	10696	183130	1051	1280925	1	[016]АЛЕКСАНДРИЯ ВЕЛИКАЯ
930	492|535	шмекер	HuntrX	8355	71257	1052	435618	26	-=5=-
931	460|508	stas932932	Шпана	3444	120454	1053	1652619	10	Деревня варваров
932	510|484	Kiborg2	-=ЛС=-	2441	50857	1054	1448234	1	**6**
933	465|482	Vin686	Апачи	5232	19806	1055	1366433	40	ОПГ006
934	461|492	монтажник	Апачи	3757	32664	1056	995664	40	Hamburg
935	462|508	EXEN	Шпана	9805	18047	1057	848904182	10	-!-
936	476|551	Audi Q4	NW	9562	64985	1058	1937430	59	002
937	499|494	TheLev1athan	-=ЛС=-	7357	65614	1059	2092438	1	[008] Сникерс
938	463|516	chip197608	Шпана	6040	60260	1060	1236536	10	Могавки
939	456|476	chertoffochka	Шпана	10196	122351	1061	2096250	10	Деревня варваров
940	483|482	4ikatiladaum	Шпана	2716	64650	1062	1655570	10	008
941	527|523	Шпак	HuntrY	6746	93849	1064	2013557	34	002
942	494|460	xCRYSISx	-=ЛС=-	6132	70094	1065	444725	1	005.Татищево
943	502|525	Medvedyo	HuntrY	602	96511	1066	848924009	34	021-
944	516|510	Oppa	HuntrY	7097	87149	1067	848924513	34	(08)Oppa
945	517|522	Medvedyo	HuntrY	1586	96511	1068	848924009	34	020-Триллер Барк
946	502|494	Uktam	-=ЛC=-	8381	16429	1069	848943078	27	222
947	479|492	Kotigoroshko	Шпана	3463	50771	1070	317076	10	006
948	505|527	Voodoo	HuntrY	2397	62896	1072	1760606	34	Firestarter
949	521|473	-=НЕПОВТОРИМЫЙ=-	-=ЛС=-	5780	78135	1073	1465651	1	@Карфаген@
950	487|535	Дану 2009	HuntrY	5349	28313	1074	900324	34	003 Деревня варваров
951	536|483	kam231269	-=ЛC=-	9619	30094	1075	848919686	27	ЛЕГИОН 002
952	527|470	Fatiko	-=ЛС=-	4718	100550	1076	848942719	1	009
953	507|542	BadFriend Eat World	HuntrY	6010	46606	1077	1977934	34	Деревня врвров
954	528|509	vip911	HuntrY	6378	110081	1078	483900	34	010 мир 100
955	512|518	Северный народ	HuntrX	1943	80062	1080	848899645	26	Деревня варваров
956	481|512	dianas	Шпана	8828	115311	1081	1128262	10	008 Шуша
957	461|495	Maskito	Шпана	821	83577	1082	848928944	10	016 Деревня варваров
958	505|477	Alximick-	-=ЛС=-	2765	70069	1083	2094307	1	005. Гондор
959	478|491	funduk08	Шпана	9033	107037	1084	999421	10	Дворянин
960	486|462	Tris-matris	Шпана	2070	35534	1085	215585	10	Деревня)
961	493|488	Like a Wind	GAME	2877	280395	1086	1244572	31	Until It Sleeps
962	509|465	-=НЕВЫНОСИМЫЙ=-	-=ЛC=-	1333	15022	1087	848944282	27	Лучик Света
963	528|520	BlackPrince	HuntrY	7670	95768	1089	1616962	34	1 ELEVATOR OPERATOR
964	476|530	Yorick	NW	9248	94746	1090	2051054	59	Alpha Yorick 01
965	538|491	samat09	-=ЛС=-	8924	177136	1091	394546	1	Мордор +
966	508|464	naimvic	-=ЛС=-	770	80697	1093	1848857	1	....
967	493|476	Ankuse	-=ЛС=-	6916	74976	1095	1129611	1	[008] Гимнастика
